label1;label2;label1_2;label2_2;sentence;filename;sentid
1+;;;;Je waant je in Nederlands-Indië in het koloniale tijdperk , ten tijde van de Japanse bezetting en tijdens de verschrikkelijke onafhankelijkheidsstrijd die zou volgen .;output_part00368.sents.gz;55865_5.p.2.s.2
3;;;;En ondertussen is daar steeds weer Gijs , de trouwe klusjesman .;output_part00279.sents.gz;23449_5.p.1.s.4
5+;;5+;;Ik verheug me er al op om het vervolg van Tara en Diego te gaan lezen .;output_part00127.sents.gz;71770_5.p.1.s.3
5+;;5+;;Als je fan bent van chicklit en/of van Sophie Kinsella is Mijn niet zo perfecte leven echt een boek dat je moet lezen .;output_part00268.sents.gz;59227_5.p.4.s.1
4;;;;Op www.annetschaap.com/lampje / kun je meer illustraties vinden , die niet in boek staan .;output_part00296.sents.gz;84870_5.p.13.s.4
5+;;5+;;In Dingen die mijn zoon moet weten over de wereld brengt Backman humor , ironie en ernst op prachtige wijze samen .;output_part00353.sents.gz;60125_5.p.8.s.1
5+;;5+;;Mijn dank is dan ook groot , en ik hoop dat ze snel met een nieuw boek komt .;output_part00125.sents.gz;41538_5.p.1.s.12
5+;;5+;;Wie geen trek in een verhalenbundel heeft en liever een roman leest , kan aan Het Derde Rijk , een werkelijk verbluffende en naar de keel grijpende roman beginnen .;output_part00229.sents.gz;30109_5.p.10.s.2
5+;;2+;;En last but not least ook mijn complimenten aan degene(n) die de korte inhoud geschreven heeft/hebben .;output_part00054.sents.gz;14793_5.p.1.s.45
2;;2;;Zonder rond te pot te draaien , zonder het even in te kleden word je als lezer direct geconfronteerd met een verkrachting .;output_part00378.sents.gz;68810_5.p.2.s.6
2;;;;Samen worden ze ontvoerd en wakker in een ondergrondse ruimte , vastgebonden .;output_part00360.sents.gz;22669_5.p.11.s.2
3;;;;Haar man zit ondertussen in de cel en vertelt zijn eigen verhaal en daarnaast zijn er gedachtes van Jelka’s moeder , Lena en dagboekfragmenten van een andere vrouw , Nadine .;output_part00349.sents.gz;45889_5.p.1.s.4
5;;;;Deel 2 Transit heb ik ook al gelezen en gerecenseerd , het derde deel wacht nog op mij .;output_part00242.sents.gz;72150_5.p.22.s.2
5+;;5+;;De schrijfster heeft een uitstekende basis gelegd voor een even verrassend vervolg .;output_part00146.sents.gz;36799_5.p.1.s.30
;;;;Artsen horen mensen te helpen , geen pijn te doen .;output_part00327.sents.gz;45753_5.p.7.s.2
2+;;;;Ik denk dat het ligt aan de hoge dosering van ( meestal erg leuke ) grappen .;output_part00227.sents.gz;89917_5.p.2.s.6
;;;;"Maar voor geen mensch is het weggelegd dit bij voortduring te beseffen "" .";output_part00376.sents.gz;89298_5.p.2.s.14
1+;;1+;;Die kleine hoofdstukjes zijn erg prettig voor de kinderen die wat moeite hebben met lezen .;output_part00060.sents.gz;5473_5.p.2.s.3
2;;;;Door het kijken naar YouTube-filmpjes van de bokswedstrijden van Ali slaagde Eig erin een treffende omschrijving te geven van wat er precies gebeurde in de ring .;output_part00204.sents.gz;66093_5.p.3.s.9
;;;;Nochtans heeft hij een studie Nederlands , met specialisatie Middelnederlands , afgerond en mag hij zich historisch letterkundige noemen .;output_part00333.sents.gz;76452_5.p.4.s.3
;;;;Laten we het bij het positieve houden .;output_part00067.sents.gz;21135_5.p.1.s.5
2;;2;;Het verhaal speelt zich vooral in Nederland af , maar ik als Belg hoop dat mijn landgenoten dit boek ook ontdekken .;output_part00335.sents.gz;78310_5.p.1.s.3
5+;;5+;;Wauw wat een geweldig boek is dit !;output_part00345.sents.gz;43227_5.p.1.s.1
3;;;;Stoner en zijn ouders zijn niet uitgesproken hartelijk tegen elkaar , ze doen wat er moet gedaan worden .;output_part00258.sents.gz;75979_5.p.4.s.3
2;;;;De vraag is of Grangé de aandacht de aandacht gevangen weet te houden .;output_part00364.sents.gz;22595_5.p.8.s.3
4+;;;;Het van donker naar licht en daarbij de titel in het wit : ik zou het direct op uiterlijk oppakken .;output_part00212.sents.gz;41987_5.p.12.s.2
2+;;2+;;Reps slaagt er daarbij feilloos in om de vinger op de zere plek te leggen en een realistisch beeld te schetsen van de belevingswereld van een getormenteerde tiener .;output_part00373.sents.gz;44160_5.p.2.s.13
3;;;;Ronny heeft wel 49 !!! broertjes en zusjes , maar Ronny is het onderdeurtje van de familie .;output_part00207.sents.gz;60566_5.p.10.s.2
5+;3+;5+;3+;Een schitterende boek waarin veel gebeurt en waar zowel de tijd als de personen zich ontwikkelen .;output_part00249.sents.gz;54110_5.p.1.s.6
3;;3;;Terwijl Eve denkt dat het er nu allemaal rooskleurig uitziet begint pas haar ergste nachtmerrie ! “;output_part00341.sents.gz;23711_5.p.1.s.14
;;;;Christine Charliers - De strijd met de witte wolf ( in de ban van de wolf 3 ) .;output_part00159.sents.gz;57781_5.p.1.s.1
2;;;;De 2 kinderen wonen inmiddels op zichzelf .;output_part00234.sents.gz;23484_5.p.1.s.2
;;;;Verschijningsdatum : 31 maart 2017;output_part00212.sents.gz;41987_5.p.6.s.1
5+;;5+;;Overduidelijk de beste uit de serie tot nu toe voor mij .;output_part00115.sents.gz;86427_5.p.1.s.1
3;;3;;Alle karakters worden voor moeilijke keuzes geplaatst en veel van hen blijken een andere , duistere , of juist lichtere kant te hebben .;output_part00066.sents.gz;20219_5.p.3.s.11
2;;;;Wanneer Sixten zich tijdens een signeersessie wederom van zijn ‘ beste ’ kant laat zien en er , midden in de sessie , vandoor gaat met een meisje – Elin- , gaat het mis .;output_part00061.sents.gz;15523_5.p.3.s.1
2;;;;"De lage huurprijs wordt gecompenseerd door de schoonmaakwerkzaamheden die Julia er moet uitvoeren en het ‘ omkijken ’ naar een van de inwoners ; de oudere meneer Todi .";output_part00029.sents.gz;6767_5.p.1.s.4
;;;;Hoe het alledaagse leven van onze voorouders verliep is natuurlijk moeilijker in woord en beeld te brengen daar er vroeger quasi enkel over de groten der aarde werd verhaald .;output_part00316.sents.gz;32676_5.p.4.s.3
2;;;;Himmler organiseerde een uitruil van gevangenen tegen materieel .;output_part00161.sents.gz;50296_5.p.16.s.2
2;;;;' Terwijl ik met vochtige ogen uit het treinraampje keek , kon ik onze vlakte daarboven en de put maar net onderscheiden , maar wat ik zag , de begraafplaats langs de weg naar het stadje , de cipressen , het was allemaal veranderd in een beeld waarvan ik op dat moment al besefte dat ik het nooit zou vergeten : de vlakte waar mijn baas en ik een put hadden gegraven leek op het punt te staan in de donkere lucht op te lossen .;output_part00295.sents.gz;36709_5.p.9.s.1
2;;;;De dreigende verschrikking van een confrontatie tussen Rusland en Amerika met een atoombom die boven het hoofd hangt , blijkt een rem op het krijgsgeweld .;output_part00116.sents.gz;58981_5.p.4.s.4
5+;;5+;;Olyslaegers heeft een meeslepend boek geschreven met momenten waarop ik hardop moest lachen maar ook veel episodes waarvan ik letterlijk moest huiveren .;output_part00079.sents.gz;84309_5.p.5.s.1
;;5-;;Ik snap dan ook niet dat er zoveel mensen laaiend enthousiast over het boek waren .;output_part00004.sents.gz;14830_1.p.1.s.3
5-;;5-;;Het zal voor veel lezers een geweldig boek zijn , maar niet voor mij .;output_part00010.sents.gz;2232_1.p.1.s.1
;;;;Het is haar taak om de presentatie van J.P. te verbeteren en hem meer de uitstraling te geven die van een regeringsleider verwacht mag worden .;output_part00024.sents.gz;4806_1.p.1.s.9
;;2;;En dan is er nog de situatie in het kamp zelf ... de vrouwen worden bewaakt door een nauwelijks bewapend zootje ongeregeld , wat het vermoeden schept dat het makkelijk zou moeten zijn te ontsnappen , maar om de ene of de andere manier verkiezen de dames het om voor lijdend voorwerp te blijven spelen .;output_part00006.sents.gz;7836_1.p.1.s.8
1-;;1-;2-;Doordat er steeds heen en weer gesprongen wordt tussen het heden ( verteld in de ik-vorm ) en het verleden ( verteld in de afstandelijke zij-vorm ) , voor zover de hoofdpersoon zich dat zelf nog herinnert , en Quincy niet meer weet wat er gebeurd is tussen het moment dat een vriendin bloedend uit het bos kwam rennen en haar redding door een politieagent die toevallig in het gebied was , wordt ook deze verhaallijn niet spannend .;output_part00004.sents.gz;19268_1.p.4.s.3
4+;;4;;De titel , Dirty weekend , erbij in ogenschouw nemend maakt dat de lezer nieuwsgierig wordt naar deze Bella .;output_part00028.sents.gz;32_1.p.1.s.7
;;2;;Dan duikt een vreemde jongen op die dingen lijkt te weten die hij niet zou moeten weten .;output_part00009.sents.gz;10950_1.p.3.s.5
;;2;;Robots zijn niet toegelaten en mensen kunnen de planeet niet zomaar verlaten of er naartoe komen .;output_part00016.sents.gz;16414_1.p.1.s.2
1+;;;;Gelukkig hebben we in Nederland ook nog thrillerschrijvers die wel fatsoenlijk Nederlands kunnen schrijven .;output_part00020.sents.gz;8574_1.p.2.s.4
4+;;4+;;De vreemde cover en de titel trokken mijn aandacht .;output_part00020.sents.gz;4854_1.p.1.s.2
;;;;Het is logisch dat dat succes op alle mogelijke manieren wordt uitgebaat .;output_part00012.sents.gz;1806_1.p.1.s.11
;;;;Er is één aspect dat naar de periode verwijst en dat is de naam van de heerser over Andalusië .;output_part00017.sents.gz;378_1.p.4.s.2
;;2;;Ze blijkt het slachtoffer van een seriemoordenaar .;output_part00023.sents.gz;11350_1.p.2.s.4
5-;;5-;;Ik heb hem niet eens uit gelezen .;output_part00010.sents.gz;6162_1.p.1.s.1
1-;;1-;;Een schrijfster die probeert hele mooie zinsnedes te maken maar ze valt duidelijk door de mand .;output_part00011.sents.gz;13730_1.p.1.s.6
;;;;En dat terwijl ze ondertussen alles uit de kast haalt om hem tot een hoogtepunt te brengen .;output_part00022.sents.gz;9474_1.p.1.s.9
5;;5;;Dit boek is het eerste deel van een nieuwe reeks .;output_part00009.sents.gz;1798_1.p.8.s.1
5-;;5-;;Het boek stijgt nooit uit boven het niveau van de gemiddelde tranentrekker .;output_part00025.sents.gz;18344_1.p.2.s.2
;;;;HUMOR In een verhaal is humor een goede manier om na een hoogtepunt van spanning deze voor de lezer te breken .;output_part00002.sents.gz;16126_1.p.6.s.1
1-;;;;En daar waar bij deze voorbeelden nog een soort van uitleg wordt gegeven , ontbreekt deze op andere momenten zelfs volkomen .;output_part00011.sents.gz;10974_1.p.1.s.16
4-;;;;Zoals zo vaak is de blurb van deze roman , waarvan hierboven een gedeelte staat vermeld , zwaar overdreven .;output_part00027.sents.gz;9078_1.p.1.s.1
;;5-;;Dat is niet fraai voor wat pretendeert een bundel historische verhalen te zijn .;output_part00017.sents.gz;378_1.p.4.s.9
5-;;5-;;Vandaar dan toch die 1 ster , gewoon voor het werk dat ze er heeft ingestoken .;output_part00025.sents.gz;15364_1.p.1.s.4
5-;;5-;;Al met al is het nieuwe boek van Nieborg voor mij dus geen topper .;output_part00007.sents.gz;7520_1.p.5.s.1
;;;;Je moet nooit een wildvreemde ( of iemand die je amper kent ) zo heftig vertrouwen , nooit .;output_part00006.sents.gz;18710_1.p.4.s.6
;;2;;Zijn doel is om Toetanchamon te klonen , de wereld een nieuwe Messias te schenken en om heel Afrika in zijn macht te krijgen .;output_part00019.sents.gz;11408_1.p.2.s.5
1;;5;;"In De roeping heeft hij het over een aaneenschakeling van wreedaardige , perverse , weerzinwekkende slachtpartijen die er uiteindelijk een occulte thriller van maken , een stijl die ten tijde van Edgar Alan Poe nog als "" horror and fantasy "" werd omschreven en die , veel later , door Stephen King werd “ gekonsalikt ” .";output_part00010.sents.gz;4658_1.p.1.s.6
;;;;Zo zal radicalisme niet meer voorkomen en de wereld in vrede kunnen leven .;output_part00011.sents.gz;1602_1.p.1.s.5
5-;;5-;;De meeste boeken van John Grisham kan ik wel waarderen , maar deze vind ik ronduit slecht . ik kom tot ongeveer pagina 100 en leg het dan weer weg .;output_part00022.sents.gz;13380_1.p.1.s.3
5-;;1-;;Wellicht dat de schrijftrant van Johanna Spaey mij niet ligt , of wellicht waren mijn verwachtingen te hoog gespannen .;output_part00016.sents.gz;6726_1.p.1.s.4
2-;;2-;;Ik kan me nog goed herinneren dat het mysterie rond de moord van Metias ook de eerste keer dat ik Legend las heel erg voorspelbaar was .;output_part00026.sents.gz;2088_1.p.4.s.3
;;5-;;Laat ik met de deur in huis vallen : het viel niet mee .;output_part00001.sents.gz;11622_1.p.1.s.2
1-;;1-;;De Afrikaanse woorden zijn nietszeggend zonder woordenlijst en zorgen alleen maar voor verwarring .;output_part00017.sents.gz;12098_1.p.6.s.4
1-;;5-;;Het leest als een verboekte scriptie waar weinig aandacht is geweest voor een vloeiende schrijfstijl en een aangename opmaak .;output_part00015.sents.gz;12130_1.p.8.s.2
;;;;In 1987 werd hij buitenlandcorrespondent en chef de bureau bij Reuters .;output_part00062.sents.gz;22166_1.p.1.s.3
3-;;3;;Je leert de gasten wel een beetje kennen , maar één iemand wordt steevast ‘ de Amerikaanse ’ genoemd en dat zorgt bij mij voor afstand .;output_part00018.sents.gz;5614_1.p.4.s.4
5-;;5-;;Na eerdere pogingen ergens op blz. 151 gestopt met lezen .. kwam er op de een of andere manier niet door en het verhaal was erg langdradig , waardoor ik niet langer geboeid bleef .;output_part00012.sents.gz;17096_1.p.1.s.1
2-;;5;;In het boek worden de evidente feiten echter pas onderaan hoofdstuk 24 ( van de 37 ) op een wat vreemde , abrupte manier officieel onthuld .;output_part00011.sents.gz;846_1.p.4.s.6
5-;;5-;;Ik heb nog nooit zo’n fantasieloos en saai boek gelezen !;output_part00002.sents.gz;9622_1.p.1.s.6
;;3;;Naomi wordt tot gezelschapsdame benoemd en een nieuwe vriendschap is geboren .;output_part00064.sents.gz;21832_1.p.3.s.4
;;;;Een cursus in wonderen leert dat het volledige besef van de werkelijkheid ‘ het inzicht is dat de afscheiding nooit heeft plaats gevonden ’ .;output_part00024.sents.gz;7272_1.p.9.s.2
;;2;;De politie wil de zaak afsluiten en via derden wordt een plaatselijke hoer , Alina bereid gevonden om tegen betaling te laten verklaren dat het haar kind is , zodat zij veroordeeld kan worden en een straf kan uitzitten .;output_part00016.sents.gz;1726_1.p.2.s.7
;;2;3;Dit tussen deel is niet nodig om de het verhaal te snappen maar het is leuk dat je ietsje meer over Warner te weten komt .;output_part00009.sents.gz;4966_1.p.2.s.2
;;;;Het is in mijn ogen zeker ook geen chicklit , hoewel ik het moeilijk vind daar een eenduidige definitie van te geven .;output_part00062.sents.gz;21946_1.p.3.s.3
1+;;1;;Bij vlagen laait het taalgebruik echter weer op .;output_part00017.sents.gz;9154_1.p.5.s.2
5-;;5-;;Al met al vond ik het een moeizaam geheel .;output_part00009.sents.gz;3930_1.p.5.s.1
;;5;;De reden waarom ik het uitgelezen heb is omdat dit een leesclub selectie was .;output_part00028.sents.gz;16018_1.p.1.s.5
2-;;2-;;Ik heb ook sterk de indruk dat de schrijver vaak de draad van het verhaal kwijtraakt .;output_part00017.sents.gz;4474_1.p.11.s.1
2-;;5-;2-;Het boek heeft een abrupt einde en dat gaf me nog meer het gevoel dat de schrijver een beetje te veel aktie heeft willen creeren , maar weinig diepgang in het verhaal !;output_part00022.sents.gz;1046_1.p.2.s.2
2+;;1+;;Dit uiterst vervelende nieuws is qua spanning wel een dikke 5 sterren waard .;output_part00018.sents.gz;742_1.p.1.s.6
1-;;1-;;Op het voorwoord volgt bijvoorbeeld een inleiding die meer weg heeft van een managementsamenvatting .;output_part00015.sents.gz;12130_1.p.5.s.2
;;;;Dat overkomt me niet vaak ( tweede keer in vijf jaar ) .;output_part00007.sents.gz;7520_1.p.1.s.5
2-;;2-;;De uitwerking van de plot is ronduit mager te noemen .;output_part00022.sents.gz;2080_1.p.1.s.34
3;;3;;Belangrijke bijrollen zijn weggelegd voor Jocelyn , dochter van Margot , en Tatiana .;output_part00028.sents.gz;1060_1.p.2.s.5
2-;;;;Aspe heeft eigenlijk een beperkte fantasie .;output_part00001.sents.gz;16338_1.p.1.s.22
4;5-;5-;;Het is met 480 bladzijden nog iets dikker dan het eerste boek en puur kijkende naar de nuttige tekst in het boek is twee derde ervan overbodig .;output_part00016.sents.gz;16414_1.p.4.s.3
;;2;;Ook Zuïa , de godin van de inmiddels bekende Züu-moordenaars , wil zich aan de kant van de kinderen scharen .;output_part00026.sents.gz;2520_1.p.1.s.7
3-;;1-;;Ook relaties worden nauwelijks uitgewerkt .;output_part00020.sents.gz;13420_1.p.5.s.5
5-;;5-;;Ik heb als lezer dan ook getwijfeld of het hier om een nieuw boek ging dan wel om een heruitgave .;output_part00010.sents.gz;9142_1.p.1.s.16
1-;;;;Deze worden echter zo afstandelijk en emotieloos gebracht , dat ze eerder vervreemdend dan intrigerend of spannend zijn .;output_part00011.sents.gz;10974_1.p.1.s.20
;;;;Maar of hij daarmee het publiek heeft bereikt dat hij voor ogen had is zeer in twijfel te trekken .;output_part00017.sents.gz;11618_1.p.6.s.2
;;2;;Maar hij besluit te ontsnappen en komt er dan achter dat hij 15 jaar in coma heeft gelegen .;output_part00011.sents.gz;850_1.p.1.s.7
;;2;;Eerste alinea van het eerste verhaal in de bundel , ' Het Kompas ' : Ik heb vanmorgen drie keer overgegeven , van pure ellende natuurlijk , en scheur nu kriskras door Utrecht met een hoofd dat duizelt en een zwaar niet weg te zuchten gevoel in mijn maag .;output_part00016.sents.gz;17448_1.p.1.s.18
2+;;2;;Dat is helemaal niet erg , want gelukkig valt er aan het eind van het verhaal opnieuw een fantastische man uit de lucht en komt alles weer op zijn pootjes terecht .;output_part00019.sents.gz;3970_1.p.4.s.10
5+;;5+;;Bert Moerman laat met zijn roman Niet Dat Het Iets Uitmaakt zien dat hij kan schrijven .;output_part00022.sents.gz;6112_1.p.1.s.2
1-;;1-;;Verwarrend , langdradig en helemaal niet spannend .;output_part00021.sents.gz;8152_1.p.1.s.2
;;;;Of leeft men in de veronderstelling dat het ' publiek ' de voorgaande verkoopcijfers wel zal evenaren ?;output_part00005.sents.gz;156_1.p.1.s.11
4;5-;5-;;Als dat een horrorboek moet zijn , zoals op de kaft vermeld staat , dan heeft de auteur zich er wel heel gemakkelijk van afgemaakt .;output_part00063.sents.gz;20620_1.p.1.s.15
;;;;"In de aanval : ‘ we ’ gaan ‘ ze ’ wel even laten zien dat de tijden veranderd zijn ; dat ‘ we ’ het nu voor het zeggen hebben in een tijdsgeest waarin vrijheid van meningsuiting belangrijker is dan die verstikkende religieuze moraal .";output_part00022.sents.gz;7490_1.p.2.s.3
